name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,brand
MARUTI 800 AC BSII,2001,45000,72539,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,MARUTI
MARUTI BALENO ZETA 1.2,2017,641000,25000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
MARUTI SWIFT DZIRE VDI,2015,650000,50000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
FORD FREESTYLE TITANIUM DIESEL,2020,784000,101,DIESEL,DEALER,MANUAL,TEST DRIVE CAR,FORD
FORD FIGO TITANIUM,2020,635000,101,PETROL,DEALER,MANUAL,TEST DRIVE CAR,FORD
FORD ECOSPORT 1.5 DIESEL TITANIUM,2020,1000000,101,DIESEL,DEALER,MANUAL,TEST DRIVE CAR,FORD
FORD FIGO 1.5D TITANIUM OPT MT,2015,495000,52328,DIESEL,DEALER,MANUAL,FIRST OWNER,FORD
HYUNDAI SANTRO XING GLS,2013,324000,30000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,HYUNDAI
FORD ENDEAVOUR 3.2 TITANIUM AT 4X4,2016,2100000,91505,DIESEL,DEALER,AUTOMATIC,FIRST OWNER,FORD
MARUTI ALTO 800 LXI,2018,200000,35000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
MARUTI SWIFT DZIRE VDI,2015,320000,60000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
HYUNDAI EON MAGNA OPTIONAL,2015,300000,20500,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,HYUNDAI
TATA INDICA VISTA QUADRAJET LX,2013,180000,200000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,TATA
TOYOTA INNOVA 2.5 V DIESEL 8-SEATER,2008,500000,154000,DIESEL,INDIVIDUAL,MANUAL,THIRD OWNER,TOYOTA
TOYOTA ETIOS VX,2011,305000,120000,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,TOYOTA
MARUTI 800 AC,2009,125000,50000,PETROL,INDIVIDUAL,MANUAL,FOURTH & ABOVE OWNER,MARUTI
MARUTI SWIFT DZIRE ZDI,2015,800000,135000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
MAHINDRA SCORPIO SLE BSIV,2009,420000,100000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,MAHINDRA
MARUTI VITARA BREZZA ZDI PLUS,2017,875000,40000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
MARUTI SWIFT DZIRE ZDI,2014,580000,70000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
MARUTI SWIFT LDI BSIV,2011,350000,133000,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,MARUTI
HYUNDAI ACCENT GLS,2004,120000,110000,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,HYUNDAI
TATA INDICA VISTA TDI LS,2013,150000,180000,DIESEL,INDIVIDUAL,MANUAL,THIRD OWNER,TATA
RENAULT DUSTER 110PS DIESEL RXZ,2013,650000,120000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,RENAULT
MARUTI ALTO K10 2010-2014 VXI,2010,225000,80000,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,MARUTI
HONDA AMAZE S AT I-VTECH,2014,400000,15000,PETROL,INDIVIDUAL,AUTOMATIC,FIRST OWNER,HONDA
HYUNDAI GETZ GLS,2005,250000,70000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,HYUNDAI
HYUNDAI SANTRO XING GL PLUS,2008,120000,41723,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,HYUNDAI
MARUTI SX4 VXI BSIV,2010,250000,70000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
MARUTI ALTO K10 LXI,2012,175000,20000,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,MARUTI
MARUTI IGNIS 1.3 DELTA,2018,590000,26350,DIESEL,DEALER,MANUAL,FIRST OWNER,MARUTI
TATA INDIGO CS LX (TDI) BS-III,2015,225000,68745,DIESEL,DEALER,MANUAL,FIRST OWNER,TATA
MAHINDRA XUV500 W6 2WD,2016,900000,47000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,MAHINDRA
MARUTI ALTO K10 VXI AGS,2017,375000,27289,PETROL,DEALER,AUTOMATIC,FIRST OWNER,MARUTI
HYUNDAI EON ERA PLUS,2016,320000,24662,PETROL,DEALER,MANUAL,FIRST OWNER,HYUNDAI
MARUTI SWIFT DZIRE VDI,2013,525000,37000,DIESEL,DEALER,MANUAL,FIRST OWNER,MARUTI
NISSAN EVALIA XV,2014,650000,28245,DIESEL,DEALER,MANUAL,FIRST OWNER,NISSAN
HYUNDAI GRAND I10 1.2 CRDI SPORTZ OPTION,2017,575000,27005,DIESEL,DEALER,MANUAL,FIRST OWNER,HYUNDAI
HYUNDAI I10 MAGNA,2014,355000,39227,PETROL,DEALER,MANUAL,FIRST OWNER,HYUNDAI
MAHINDRA KUV 100 D75 K4 PLUS 5STR,2016,470000,31367,DIESEL,DEALER,MANUAL,FIRST OWNER,MAHINDRA
MARUTI WAGON R LXI,2008,221000,35008,PETROL,DEALER,MANUAL,FIRST OWNER,MARUTI
HYUNDAI SANTRO XING GLS,2009,195000,27005,PETROL,DEALER,MANUAL,FIRST OWNER,HYUNDAI
HYUNDAI SANTRO XING XG,2004,90000,100005,PETROL,DEALER,MANUAL,SECOND OWNER,HYUNDAI
HYUNDAI VERNA SX DIESEL,2013,580000,45264,DIESEL,DEALER,MANUAL,FIRST OWNER,HYUNDAI
MARUTI EECO 7 SEATER STANDARD BSIV,2014,325000,39093,PETROL,DEALER,MANUAL,FIRST OWNER,MARUTI
HONDA CITY CORPORATE EDITION,2013,495000,45241,PETROL,DEALER,MANUAL,FIRST OWNER,HONDA
HYUNDAI EON ERA,2014,290000,12000,PETROL,DEALER,MANUAL,FIRST OWNER,HYUNDAI
DATSUN REDIGO 1.0 T OPTION,2018,375000,2769,PETROL,DEALER,MANUAL,FIRST OWNER,DATSUN
TATA INDICA VISTA TDI LS,2011,211000,43128,DIESEL,DEALER,MANUAL,FIRST OWNER,TATA
MARUTI ALTO LXI,2004,70000,50000,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,MARUTI
HYUNDAI I10 MAGNA 1.2,2010,225000,60000,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,HYUNDAI
MAHINDRA SCORPIO LX,2014,420000,70000,DIESEL,INDIVIDUAL,MANUAL,THIRD OWNER,MAHINDRA
CHEVROLET SAIL HATCHBACK 1.2 LS,2015,280000,22255,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,CHEVROLET
HYUNDAI I20 SPORTZ 1.2,2013,400000,59213,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,HYUNDAI
MAHINDRA XUV500 W6 2WD,2015,850000,55000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,MAHINDRA
FORD FIESTA TITANIUM 1.5 TDCI,2011,550000,80000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,FORD
RENAULT CAPTUR 1.5 DIESEL RXT MONO,2018,1000000,40000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,RENAULT
MAHINDRA XYLO D2 MAXX,2014,350000,170000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,MAHINDRA
TATA NEW SAFARI DICOR 2.2 EX 4X2,2011,350000,170000,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,TATA
HONDA CIVIC 1.8 S MT,2007,170000,70000,PETROL,INDIVIDUAL,MANUAL,THIRD OWNER,HONDA
FORD ASPIRE TITANIUM BSIV,2020,828999,1010,PETROL,DEALER,MANUAL,TEST DRIVE CAR,FORD
FORD ECOSPORT 1.5 TI VCT MT TITANIUM BE BSIV,2020,1119000,1010,PETROL,DEALER,MANUAL,TEST DRIVE CAR,FORD
FORD FIGO TITANIUM,2020,746000,1111,PETROL,DEALER,MANUAL,TEST DRIVE CAR,FORD
FORD ECOSPORT 1.5 PETROL TREND,2020,1030000,1010,PETROL,DEALER,MANUAL,TEST DRIVE CAR,FORD
FORD ECOSPORT 1.5 TDCI TITANIUM PLUS BSIV,2020,1334000,1010,DIESEL,DEALER,MANUAL,TEST DRIVE CAR,FORD
FORD FREESTYLE TITANIUM,2020,811999,1010,PETROL,DEALER,MANUAL,TEST DRIVE CAR,FORD
FORD ECOSPORT THUNDER EDITION DIESEL,2020,1331000,1010,DIESEL,DEALER,MANUAL,TEST DRIVE CAR,FORD
FORD FREESTYLE TITANIUM PLUS,2020,852000,1010,PETROL,DEALER,MANUAL,TEST DRIVE CAR,FORD
TATA INDICA DLE,2006,45000,120000,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,TATA
RENAULT DUSTER 85PS DIESEL RXL OPTIONAL,2013,430000,70000,DIESEL,INDIVIDUAL,MANUAL,THIRD OWNER,RENAULT
MAHINDRA SCORPIO S2 9 SEATER,2015,830000,70000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,MAHINDRA
MAHINDRA SCORPIO VLS 2.2 MHAWK,2009,409999,110000,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,MAHINDRA
MARUTI SWIFT VDI,2012,190000,80000,DIESEL,INDIVIDUAL,MANUAL,THIRD OWNER,MARUTI
HONDA ACCORD VTI-L (MT),2007,200000,80000,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,HONDA
HYUNDAI ACCENT GLX,2006,120000,110000,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,HYUNDAI
MAHINDRA BOLERO POWER PLUS PLUS AC BSIV PS,2019,850000,50000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,MAHINDRA
TATA INDIGO CS LE (TDI) BS-III,2011,95000,115000,DIESEL,INDIVIDUAL,MANUAL,FOURTH & ABOVE OWNER,TATA
MARUTI WAGON R LXI BS IV,2013,213000,80000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
VOLKSWAGEN AMEO 1.5 TDI HIGHLINE PLUS 16,2018,660000,25000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,VOLKSWAGEN
NISSAN MICRA XL,2017,415000,48965,PETROL,DEALER,MANUAL,FIRST OWNER,NISSAN
FORD ECOSPORT 1.5 PETROL TITANIUM PLUS,2019,1100000,5166,PETROL,DEALER,MANUAL,TEST DRIVE CAR,FORD
MAHINDRA XUV500 W8 4WD,2012,650000,76290,DIESEL,DEALER,MANUAL,FIRST OWNER,MAHINDRA
MAHINDRA XUV500 AT W10 AWD,2016,969999,70000,DIESEL,INDIVIDUAL,AUTOMATIC,SECOND OWNER,MAHINDRA
MAHINDRA XUV500 W10 2WD,2016,1250000,35000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,MAHINDRA
MARUTI SWIFT DZIRE AMT VDI,2017,715000,25000,DIESEL,INDIVIDUAL,AUTOMATIC,FIRST OWNER,MARUTI
MARUTI SWIFT VDI,2016,565000,47000,DIESEL,DEALER,MANUAL,FIRST OWNER,MARUTI
MAHINDRA THAR 4X4,2013,615000,45766,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,MAHINDRA
TATA NEW SAFARI 4X4,2007,199000,78771,DIESEL,DEALER,MANUAL,SECOND OWNER,TATA
MARUTI SWIFT VDI BSIII,2010,325000,79357,DIESEL,DEALER,MANUAL,FIRST OWNER,MARUTI
FORD FIGO DIESEL EXI,2012,409999,28000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,FORD
HYUNDAI VERNA SX CRDI AT,2012,500000,72000,DIESEL,DEALER,AUTOMATIC,SECOND OWNER,HYUNDAI
FORD FIGO DIESEL LXI,2011,225000,76736,DIESEL,DEALER,MANUAL,SECOND OWNER,FORD
MARUTI ALTO LX BSIII,2007,135000,70000,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,MARUTI
RENAULT KOLEOS 2.0 DIESEL,2012,750000,80000,DIESEL,INDIVIDUAL,AUTOMATIC,SECOND OWNER,RENAULT
MARUTI WAGON R LXI DUO BSIII,2009,155000,60000,LPG,INDIVIDUAL,MANUAL,SECOND OWNER,MARUTI
VOLKSWAGEN POLO DIESEL HIGHLINE 1.2L,2012,335000,77000,DIESEL,DEALER,MANUAL,THIRD OWNER,VOLKSWAGEN
FORD IKON 1.8 D,2005,114999,92645,DIESEL,DEALER,MANUAL,FOURTH & ABOVE OWNER,FORD
MERCEDES-BENZ NEW C-CLASS 200 CDI CLASSIC,2007,699000,101849,DIESEL,DEALER,MANUAL,SECOND OWNER,MERCEDES-BENZ
MAHINDRA BOLERO DI,2004,110000,120000,DIESEL,INDIVIDUAL,MANUAL,FOURTH & ABOVE OWNER,MAHINDRA
HYUNDAI I20 ASTA 1.2,2012,300000,80000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,HYUNDAI
MAHINDRA SCORPIO S4 4WD,2014,700000,70000,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,MAHINDRA
MARUTI ERTIGA SHVS LDI OPTION,2017,700000,120000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
MARUTI ALTO 800 LXI,2013,210000,42000,PETROL,INDIVIDUAL,MANUAL,THIRD OWNER,MARUTI
MARUTI ERTIGA VDI,2012,600000,120000,DIESEL,INDIVIDUAL,MANUAL,THIRD OWNER,MARUTI
TATA MANZA AURA (ABS) QUADRAJET BS IV,2012,180000,155836,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,TATA
MARUTI WAGON R VXI BSII,2011,220000,59000,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,MARUTI
CHEVROLET SPARK 1.0 LT,2009,70000,60000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,CHEVROLET
HYUNDAI CRETA 1.4 CRDI BASE,2018,950000,70000,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,HYUNDAI
FORD FIESTA 1.5 TDCI AMBIENTE,2014,800000,20000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,FORD
MAHINDRA XUV500 W8 4WD,2012,700000,120000,DIESEL,INDIVIDUAL,MANUAL,THIRD OWNER,MAHINDRA
RENAULT KWID 1.0,2016,265000,40000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,RENAULT
VOLKSWAGEN POLO DIESEL TRENDLINE 1.2L,2011,175000,90000,DIESEL,INDIVIDUAL,MANUAL,THIRD OWNER,VOLKSWAGEN
MAHINDRA QUANTO C6,2012,260000,89000,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,MAHINDRA
TOYOTA INNOVA 2.5 VX (DIESEL) 7 SEATER,2013,950000,80000,DIESEL,INDIVIDUAL,MANUAL,THIRD OWNER,TOYOTA
MARUTI SWIFT VDI BSIII,2009,250000,200000,DIESEL,INDIVIDUAL,MANUAL,FOURTH & ABOVE OWNER,MARUTI
MAHINDRA SCORPIO S10 7 SEATER,2015,630000,50000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,MAHINDRA
TATA NANO LX SE,2012,35000,35000,PETROL,INDIVIDUAL,MANUAL,THIRD OWNER,TATA
CHEVROLET ENJOY TCDI LS 8 SEATER,2014,330000,200000,DIESEL,INDIVIDUAL,MANUAL,THIRD OWNER,CHEVROLET
MARUTI ALTO LXI,2009,150000,120000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
TATA INDIGO LS,2008,105000,90000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,TATA
TATA INDICA VISTA TDI LX,2013,185000,65000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,TATA
FIAT GRANDE PUNTO EVO 1.3 ACTIVE,2014,260000,50000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,FIAT
MARUTI SWIFT DZIRE VDI,2012,450000,33000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
MARUTI SWIFT VXI DECA,2016,500000,38000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
MARUTI ALTO K10 2010-2014 VXI,2012,260000,40000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
VOLKSWAGEN POLO DIESEL TRENDLINE 1.2L,2012,265000,55000,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,VOLKSWAGEN
MAHINDRA THAR CRDE,2017,800000,26000,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,MAHINDRA
TATA SAFARI STORME VX VARICOR 400,2016,869999,80000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,TATA
MARUTI BALENO ALPHA 1.2,2018,690000,40000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
MITSUBISHI PAJERO 2.8 SFX BSIV DUAL TONE,2011,825000,120000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,MITSUBISHI
MARUTI ALTO LX BSIII,2006,160000,63230,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,MARUTI
MAHINDRA SCORPIO 2.6 SLX CRDE,2006,300000,120000,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,MAHINDRA
MARUTI WAGON R VXI,2005,100000,100000,PETROL,INDIVIDUAL,MANUAL,THIRD OWNER,MARUTI
HYUNDAI I20 ASTA 1.4 CRDI,2015,530000,77000,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,HYUNDAI
MARUTI SWIFT VXI OPTIONAL,2016,360000,30000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
MARUTI SWIFT 1.2 DLX,2015,220000,40000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
MARUTI ALTO 800 LXI,2017,178000,35000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
MAHINDRA THAR DI 4X2,2018,515000,5000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,MAHINDRA
MARUTI RITZ VXI,2014,300000,35000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
TATA INDICA VISTA QUADRAJET LS,2012,150000,80000,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,TATA
TATA NEXON 1.2 REVOTRON XZ PLUS DUAL TONE,2017,750000,15000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,TATA
TOYOTA INNOVA 2.5 G1 BSIV,2012,950000,80000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,TOYOTA
MARUTI 800 STD BSII,2006,90000,40000,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,MARUTI
TATA INDICA GLS BS IV,2008,65000,110000,PETROL,INDIVIDUAL,MANUAL,THIRD OWNER,TATA
HYUNDAI VERNA 1.6 CRDI,2012,312000,90000,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,HYUNDAI
MARUTI VITARA BREZZA LDI,2018,700000,25000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
HYUNDAI SANTRO XING XL ERLX EURO III,2005,150000,47000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,HYUNDAI
RENAULT FLUENCE 1.5,2013,450000,60000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,RENAULT
HYUNDAI VERNA TRANSFORM CRDI VGT ABS,2010,229999,120000,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,HYUNDAI
MARUTI SWIFT LDI BSIII,2008,111000,120000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
MARUTI SWIFT DZIRE VDI,2012,250000,140000,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,MARUTI
FORD FREESTYLE TITANIUM PLUS DIESEL,2019,750000,1001,DIESEL,DEALER,MANUAL,FIRST OWNER,FORD
FORD FIGO 1.5P TITANIUM AT,2017,774000,1758,PETROL,DEALER,AUTOMATIC,FIRST OWNER,FORD
FORD FIGO 1.5P TITANIUM AT,2018,711000,1452,PETROL,DEALER,AUTOMATIC,FIRST OWNER,FORD
FORD FIGO 1.5D TITANIUM MT,2017,600000,35122,DIESEL,DEALER,MANUAL,FIRST OWNER,FORD
MARUTI SWIFT DZIRE VDI,2015,455000,92621,DIESEL,DEALER,MANUAL,FIRST OWNER,MARUTI
DATSUN GO T PETROL,2015,225000,92198,PETROL,DEALER,MANUAL,SECOND OWNER,DATSUN
MARUTI SWIFT DZIRE VDI,2019,650000,5000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
CHEVROLET BEAT LT,2013,200000,50000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,CHEVROLET
HYUNDAI CRETA 1.6 CRDI AT SX PLUS,2016,875000,74000,DIESEL,INDIVIDUAL,AUTOMATIC,FIRST OWNER,HYUNDAI
SKODA RAPID 1.5 TDI AT AMBITION BSIV,2017,750000,40000,DIESEL,INDIVIDUAL,AUTOMATIC,FIRST OWNER,SKODA
MARUTI SWIFT DZIRE AMT VDI,2019,725000,22000,DIESEL,INDIVIDUAL,AUTOMATIC,FIRST OWNER,MARUTI
MARUTI ALTO LXI,2007,100000,100000,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,MARUTI
TATA HEXA XT,2019,1100000,40000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,TATA
FORD ENDEAVOUR 3.2 TITANIUM AT 4X4,2017,2700000,30000,DIESEL,INDIVIDUAL,AUTOMATIC,FIRST OWNER,FORD
RENAULT KWID RXT OPTIONAL,2016,280000,23000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,RENAULT
TATA INDICA VISTA AQUA TDI BSIII,2009,150000,30000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,TATA
TATA MANZA AURA SAFIRE,2010,200000,50000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,TATA
MARUTI RITZ VDI,2010,148000,100000,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,MARUTI
MARUTI SWIFT DZIRE VXI,2011,254999,70000,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,MARUTI
MARUTI SWIFT DZIRE ZXI,2013,360000,60000,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,MARUTI
MARUTI ALTO LX,2006,95000,90000,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,MARUTI
MAHINDRA BOLERO SLE BSIII,2007,185000,230000,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,MAHINDRA
TATA INDICA VISTA QUADRAJET VX,2012,185000,40000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,TATA
RENAULT KWID RXL,2019,300000,15000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,RENAULT
HYUNDAI VERNA VTVT 1.6 SX,2018,800000,40000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,HYUNDAI
MARUTI ZEN LX,2000,60000,50000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
FIAT PUNTO 1.2 ACTIVE,2010,80000,50000,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,FIAT
HYUNDAI XCENT 1.2 VTVT S,2018,500000,8000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,HYUNDAI
HYUNDAI EON ERA PLUS,2013,250000,35000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,HYUNDAI
TATA NEW SAFARI DICOR 2.2 EX 4X2,2010,250000,80000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,TATA
MARUTI WAGON R LXI BSIII,2005,125000,50000,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,MARUTI
MARUTI ALTO LXI BSII,2002,100000,80000,PETROL,INDIVIDUAL,MANUAL,FOURTH & ABOVE OWNER,MARUTI
MAHINDRA SCORPIO M2DI,2010,480000,90000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,MAHINDRA
MAHINDRA KUV 100 G80 K2,2018,320000,30000,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,MAHINDRA
MARUTI A-STAR VXI,2010,130000,70000,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,MARUTI
TATA INDICA DLS,2006,57000,80000,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,TATA
HYUNDAI SANTRO GLS I - EURO I,2005,75000,60000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,HYUNDAI
MARUTI 800 DX,2003,60000,35000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
MARUTI ALTO LXI BSIII,2008,125000,70000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
HONDA CITY 1.5 EXI S,2004,105000,100000,PETROL,INDIVIDUAL,MANUAL,THIRD OWNER,HONDA
MARUTI WAGON R LXI DUO BSIII,2008,125000,152000,LPG,INDIVIDUAL,MANUAL,SECOND OWNER,MARUTI
MARUTI ZEN LXI,1998,69000,70000,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,MARUTI
TATA INDIGO LX,2012,130000,90000,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,TATA
MARUTI BALENO ZETA 1.2,2019,630000,40000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
HONDA AMAZE E I-VTEC,2016,330000,50000,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,HONDA
MARUTI WAGON R VXI BS IV,2014,340000,15000,PETROL,INDIVIDUAL,MANUAL,SECOND OWNER,MARUTI
HYUNDAI SANTRO XING XG ERLX EURO III,2006,60000,120000,PETROL,INDIVIDUAL,MANUAL,THIRD OWNER,HYUNDAI
TATA SAFARI STORME EX,2014,550000,78322,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,TATA
MARUTI ERTIGA VDI,2014,480000,110000,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,MARUTI
HYUNDAI VERNA 1.6 SX CRDI (O),2013,315000,80000,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,HYUNDAI
FORD FIESTA TITANIUM 1.5 TDCI,2012,165000,120000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,FORD
CHEVROLET BEAT LS,2016,170000,125000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,CHEVROLET
MARUTI BALENO DELTA 1.2,2018,550000,8000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,MARUTI
VOLKSWAGEN AMEO 1.2 MPI TRENDLINE,2018,465000,13000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,VOLKSWAGEN
TATA INDICA VISTA QUADRAJET LX,2012,120000,80000,DIESEL,INDIVIDUAL,MANUAL,THIRD OWNER,TATA
HYUNDAI VERNA 1.6 XI ABS,2008,220000,54309,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,HYUNDAI
FORD FIGO DIESEL LXI,2011,180000,70000,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,FORD
CHEVROLET AVEO 1.6 LT,2006,150000,34600,PETROL,INDIVIDUAL,MANUAL,THIRD OWNER,CHEVROLET
TATA ZEST REVOTRON 1.2T XMS,2016,520000,25000,PETROL,INDIVIDUAL,MANUAL,FIRST OWNER,TATA
TATA SAFARI STORME EX,2013,430000,80000,DIESEL,INDIVIDUAL,MANUAL,THIRD OWNER,TATA
MAHINDRA BOLERO DI DX 8 SEATER,2009,300000,55000,DIESEL,INDIVIDUAL,MANUAL,SECOND OWNER,MAHINDRA
HYUNDAI VENUE SX OPT DIESEL,2020,1000000,5000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,HYUNDAI
HONDA WR-V I-DTEC VX,2017,725000,30000,DIESEL,INDIVIDUAL,MANUAL,FIRST OWNER,HONDA
